index,artist,title,mood,Lyrics
966,ML967,The Velvet Underground,Heroin,sad,"I don't know just where I'm going
But I'm gonna try for the kingdom if I can
'Cause it makes me feel like I'm a man
When I put a spike into my vein
And I tell ya things aren't quite the same
When I'm rushing on my run
And I feel just like Jesus' son
And I guess that I just don't know
And I guess that I just don't know

I have made the big decision
I'm gonna try to nullify my life
'Cause when the blood begins to flow
When it shoots up the dropper's neck
When I'm closing in on death

And you can't help me now, you guys
And all you sweet girls with all your sweet talk
You can all go take a walk
And I guess I just don't know
And I guess that I just don't know

I wish that I was born a thousand years ago
I wish that I'd sail the darkened seas
On a great big clipper ship
Going from this land here to that
In a sailor's suit and cap

Away from the big city where a man can not be free
Of all of the evils of this town
And of himself, and those around
Oh and I guess that I just don't know
Oh and I guess that I just don't know

Heroin, be the death of me
Heroin, it's my wife and it's my life
Because a mainer to my vein
Leads to a center in my head
And then I'm better off than dead

Because when the smack begins to flow
I really don't care anymore
About all the Jim-Jim's in this town
And all the politicians making busy sounds
And everybody putting everybody else down
And all the dead bodies piled up in mounds

'Cause when the smack begins to flow
Then I really don't care anymore

Ah, when the heroin is in my blood
And that blood is in my head
Then thank God that I'm as good as dead
Then thank your God that I'm not aware
And thank God that I just don't care
And I guess I just don't know
Oh and I guess I just don't know"
967,ML968,Relient K,Must Have Done Something Right,happy,"We should get jerseys, 'cause we make a great team
But yours would look better than mine, 'cause you're outta my league
And I know that it's so cliche to tell you that everyday
I spend with you is the new best day of my life
Everyone watching us just turns away with disgust
It's jealously, they can see that we've got it going on

And I'm racking my brain for a new improved way
To let you know you're more to me than what I know how to say
You're ok with the way this is going to be
Cause this is going to be the best thing we've ever seen

If anyone can make me a better person you could
All I gotta say is I must've done something good
I came along one day and you rearranged my life
All I gotta say is I must've done something right
I must've done something right

Maybe I'm just lucky, 'cause it's hard to believe
Believe that somebody like you'd end up with someone like me
And I know that it's so cliche to talk about you this way
But I'll push all my inhibitions aside
It's so very obvious to everyone watching us
That we have got something real good going on

And I'm racking my brain for a new improved way
To let you know you're more to me than what I know how to say
You're ok with the way this is going to be
Cause this is going to be the best thing we've ever seen

If anyone can make me a better person you could
All I gotta say is I must've done something good
I came along one day and you rearranged my life
All I gotta say is I must've done something right
I must've done something right

If anyone can make me a better person you could
All I gotta say is I must've done something good
I came along one day and you rearranged my life
All I gotta say is I must've done something right
I must've done something right

If anyone can make me a better person you could
All I gotta say is I must've done something good
I came along one day and you rearranged my life
All I gotta say is I must've done something right
I must've done something right"
968,ML969,Primordial,The Coffin Ships,sad,"Young hearts born with grief
Shall pay the penalty of truth
A season of stolen youth
Shall teach old hearts to break

It feels like I've been here before
Here to where the animals lay down to die
So we stood alone on a distant store
Our broken spirits in rags and tatters

Nerve and muscle, heart and brains
Lost to Ireland, lost in vain
So you pause and you can almost hear
The sounds, they echo down through the ages
The creak of the burial cart
Here in humiliation and sorrow
Not mixed with indignation
Someone is driven to exclaim
Oh god, that bread should be so dear
And human flesh so cheap[*]

Our young hearts are born with such grief
And we have paid the penalty of truth
A season of our stolen youth
Shall teach our hearts to break"
969,ML970,Air,Sing Sang Sung,relaxed,"You are such a workaholic boy
That you kill everybody's joy
Fill your head with some time to lose
With some time to lose

Sing sang sung, sing me a song
Do de dum, don't be so down
Ring rang rung, give me a ring
Please please please don't be so long

What are we doing here my friend
Take a breath, push your pain away
Nothing lasts it's better that way
It's better that way

Sing sang sung, sing me a song
Do de dum, don't be so down
Ring rang rung, give me a ring
Please please please don't be so long"
970,ML971,Moya Brennan,River,relaxed,"River, did you bring me here
Touch me now, wipe away my fear

I will follow you along the river
There many years carved the way
I am reaching for love that's gone astray
Now I cannot sleep some days
Beyond faded tears I hide
I wish the rain would stay away

River, did you bring me here
Touch me now, wipe away my fear
River, miles and miles to flow
Shake this land, reap where sounds will grow

Now his love journeys on the river
Heart of darkness, endless trail
I am feeling the edge, can I be strong
Now I will believe your song
Beneath diamond skies I dream
Two lonely hearts no more belong

River, did you bring me here
Touch me now, wipe away my fear
River, miles and miles to flow
Shake this land, reap where sounds will grow"
971,ML972,Kane,Where Do I Go Now,sad,"With my head against the window
Seal the letter which I did not sign
Should I wait for you for one last time

There's no end and no beginning
Every word comes like a silent scream
She told all the things I did not see

How could I know that she would lift me up to let me down
How could I know that you are all that really matters now
How could I know that forever wasn't quite so long

So where do I go now
Where do I go yeah, yeah
Where do I go yeah

She says nothing's everlasting
I'm so confused, I don't know what to do, what to say
I forgive you but I can not stay

How could I know I thought you'd wait for me but I was wrong
How could I know that you are all that really matters now
How could I know that forever wasn't quite so long

She says nothing's everlasting..."
972,ML973,The Unicorns,Sea Ghost,happy,"I dove into that freezing sea
With the parasite attached to me
I had hoped the salt below
Would divorce what was wed above

But league after league, it yet remained
For the fleshy vessel I kept it sustained

And so we froze a while surrounded by one big tear
Which only reminded me of a former home

But we weren't welcome, the sea made that clear
By filling us with saline and sending us blue blue back into the atmosphere
You choked as you surfaced, tangled in seaweed

But what remained of the driving intent?
That led me to tract such watery depths
Many things have betrayed me
Between there and here
And my memory is so fucking unclear

Who was I with? What time was it?
And where, who was I with? What time was it?
And where, where did you go?"
973,ML974,Corinne Bailey Rae,Butterfly,relaxed,"In my mother's house there's a photograph,
Of a day gone past, always makes me laugh.
There's a little girl, wary of the world.
She's got much to learn, get her fingers burned.

An affinity between you and me, was a family. Yeah.
Said that I'd be fine, gave me all your time
And I left your side like a butterfly.

Shower me with your love, colour every day.
You make milkgold sun shine on me. Again.
Lift me up so high. And watch me fly away.
And you give me life like a butterfly.

In my mother's house there was happiness.
I wrapped myself in it, was my crysalis.
As my life unfolds, see a pattern through,
Of you protecting me, and I protecting you.

What was that you'd say?
""Make your own mistakes and when you're grown
Make sure that you remain the same.""
Now I realise what was on your mind
When I left your side like a butterfly

Shower me with your love, colour every day.
You make milkgold sun shine on me. Yeah.
Lift me up so high. And watch me fly away.
And you give me life like a butterfly.

Shower me with your love, colour every day.
You make milkgold sun shine on me. Yeah.
Lift me up so high. And watch me fly away.
And you give me life like a butterfly."
974,ML975,Corinne Bailey Rae,Another Rainy Day,relaxed,"I got taken in
We feasted on olives from the fridge
We stood the whole lonely day
We made love all afternoon
Till the stars went blue

You wrote a ballad
We dined on oysters and champagne
That's it seemed like
We connect in so many ways
So easy, I must say

Why am I so shy around you?
Why am I so shy?
Why do I take care to astound you?
Why do I even try?

Another rainy day
We sat inside by the radiator Watching old black and white films
Where everybody sang

You played in my solitude
Didn't get dressed till 2
The rain says all
I wrote this song on my guitar
But it didn't turn out right
So we just connected in other ways
So easy, I must say

Why am I so shy around you?
Why am I so shy?
Why do I take care to astound you?
Why do I even try?

Why am I so shy around...?
Why am I so shy?
Why do I take care...?
Why do I even try?"
975,ML976,Spice Girls,Love Thing,happy,"You know I don't wanna know
Don't wanna know about that love thing

Give me what I'm needing
You know what I'm dreaming of
Don't wanna know about that love thing

Been broken-hearted before, oh
But that's the last time it happens to me, yeah
I keep on giving, still you're asking for more
Too much emotion, baby, why can't you see?

I'm not afraid of your love (Not afraid of your love)
Why can't you see I've had my share of that?

You gotta want more
You know you got it, boy
You gotta want me
It's just like me
I'm not that easy as a matter of fact

There's no room for lovin'
Stop that push and shovin', yeah
Don't wanna know about that love thing
Give me what I'm needing
You know what I'm dreaming of
Don't wanna know about that love thing

(Here we go, here we go, here we go)

Now, don't go wasting my time, no (Wasting my time)
You're not the only thing I've got on my mind
My friends are with me when you ain't been around
Your precious words and promises ain't bringing me down

I've got some living to do (Got some living to do)
But don't assume I'm gonna be with you

You gotta want more
You know you got it, boy
You gotta want me
It's just like me
I'm not that easy as a matter of fact

There's no room for lovin'
Stop that push and shovin', yeah
Don't wanna know about that love thing
Give me what I'm needing
You know what I'm dreaming of
Don't wanna know about that love thing

Stop pushin'
You're rushin'
You're losin' my lovin'
I hope it
I see it
Just play it
You feel it
Gotta be bold
Bold and oh so strong
Get with this and you got it goin' on
On and on with the girls named Spice
You wanna get with us, then you'd better think twice
God help the mister
Yeah, God help the mister
That comes between me and my sisters

I'm not afraid of your love (Not afraid of your love)
Why can't you see I've had my share of that?

You're what I want more
You know you got it, boy
You gotta want me
It's just like me
I'm not that easy as a matter of fact

There's no room for lovin'
Stop that push and shovin', yeah
Don't wanna know about that love thing
Give me what I'm needing
You know what I'm dreaming of
Don't wanna know about that love thing

There's no room for lovin'
Stop that push and shovin', yeah
Don't wanna know about that love thing
Give me what I'm needing
You know what I'm dreaming of
Don't wanna know about that love thing

There's no room for lovin'
Stop that push and shovin', yeah
Don't wanna know about that love thing
Give me what I'm needing
You know what I'm dreaming of
Don't wanna know about that love thing"
976,ML977,Nina Simone,My Man's Gone Now,sad,"George Gershwin, DuBose Heyward 

My man's gone now
Ain't no use a listenin'
For his tired footsteps
Climbin' up the stairs

Old man sorrow's
Come to keep me company
Whisperin' beside me
When I say my prayers
When I say my prayers

He come around
He come up, he come around
Ain't that I mind workin'
Workin' means travelers
Journeyin' together
To the promised land

But old man sorrow
Mountin' all the way with me
Tell' me that I'm old now
Since I lose my man
Since I lose my man

Since I lose my man"
977,ML978,Rammstein,Benzin,angry,"Ich brauche Zeit
Kein Heroin, kein Alkohol, kein Nikotin
Brauch keine Hilfe
Kein Koffein
Doch Dynamit und Terpentin
Ich brauche Öl für Gasolin
Explosiv wie Kerosin
Mit viel Oktan und frei von Blei
Einen Kraftstoff wie

Benzin

Brauch keinen Freund
Kein Kokain
Brauch weder Arzt noch Medizin
Brauch keine Frau nur Vaselin
Etwas Nitroglyzerin
Ich brauche Geld für Gasolin
Explosiv wie Kerosin
Mit viel Oktan und frei von Blei
Einen Kraftstoff wie

Benzin

Gib mir Benzin

Es fließt durch meine Venen
Es schläft in meinen Tränen
Es läuft mir aus den Ohren
Herz und Nieren sind Motoren

Benzin

Willst du dich von etwas trennen
Dann musst du es verbrennen
Willst du es nie wieder sehen
Lass es schwimmen in Benzin
Benzin
Ich brauch Benzin
Benzin
Gib mir Benzin"
978,ML979,Maggie Reilly,Reunion,relaxed,"Halos roam
In the stars tonight 
Angels guide you home 
With the silver light

A distant silhouette 
The haze begins to clear 
I feel you throwing me 
To the beat of my heart

And I hear your voice through the distance 
Calling my name 
And do you hear the answer from the still of my soul 
Wasted until this day of reunion

Seven years ago 
I watched you leave 
How could you know the vamp 
The time won't veer

We walk down separate ways 
Toward those steps we missed 
We were always meant for these 
Moments from now

And I hear a voice through the distance 
Calling my name 
And do you hear the answer from the still of my soul 
Wasted until this day of reunion

And I hear a voice through the distance

And I hear your voice through the distance 
Calling my name 
And do you hear the answer from the still of my soul 
Wasted until this day of reunion

We come and go 
To the beat of a heart 
To the beat of my soul

We come and go 
We come and go 
To the beat of my heart

We come and go 
(We come and go) 
To the beat of my soul

(We come and go) 
(We come and go) 
I hear your voice in the distance 
Calling me, calling

(We come and go) 
(We come and go) 
I hear your voice in the distance 
Calling me, calling me

(We come and go) 
(We come and go) 
I hear your voice calling out my name 
Calling out my name

We come and go 
We come and go 
We come and go"
979,ML980,Nas,One Mic,angry,"(Speaking softly, gradually getting louder)
One time... yeah... yeah...

Yo, all I need is one mic, one beat, one stage
One nigga front, my face on the front page
Only if I had one gun, one girl and one crib
One God to show me how to do things his son did
Pure, like a cup of virgin blood; mixed with
151, one sip'll make a nigga flip
Writin names on my hollow tips, plottin shit
Mad violence who I'm gon' body, this hood politics
Ackowledge it, leave bodies chopped in garbages
Seeds watch us, grow up and try to follow us
Police watch us roll up and try knockin' us
One knee I ducked, could it be my time is up
But my luck, I got up, the cop shot again
Bus stop glass bursts, a fiend drops his heineken
Richochetin between the spots that I'm hidin in
Blackin out as I shoot back, fuck gettin' hit!
This is my hood I'ma rep, to the death of it
Till everybody come home, little niggaz is grown
Hoodrats, don't abortion your womb, we need more warriors soon
Sip from the star sun and the moon
In this life of police chases street sweepers and coppers
Stick-up kids with no conscience, leavin' victims with doctors
If you really think you ready to die, with nines out
This is what nas is bout, nigga the time is now!

(Whispering again)
Yo, all I need is one mic...
All I need is one mic... that's all I need
All I need is one mic... all I need niggaz
All I need is one mic... yeah

(Gradually getting louder)
All I need is one blunt, one page, and one pen
One prayer - tell God forgive for one sin
Matter fact maybe more than one, look back
At all the hatred against me, fuck alla them
Jesus died at age 33, there's thirty-three shots
From twin glocks there's sixteen apiece, that's thirty-two
Which means, one of my guns was holdin' 17
Twenty-seven hit your crew, six went into you
Everybody gotta die sometime; hope your funeral
Never gets shot up, bullets tear through the innocent
Nothin' is fair, niggaz roll up, shootin from wheelchairs
My heart is racin, tastin revenge in the air
I let the shit slide for too many years, too many times
Now I'm strapped with a couple of macs, too many nines
If y'all niggaz really wit me get busy load up the semis
Do more than just hold it explode the clip until you empty
There's nothin' in our way - they bust, we bust, they rust, we rust
Led flyin, feel it? I feel it in my gut
That we take these bitches to war, lie 'em down
'Cause we stronger now my nigga the time is now!

(Whispering again)
All I need is one mic... that's all I need, that's all I need
All I need is one mic... there's nuttin else in the world
All I need is one mic... that's all a nigga need to do his thing y'know
All I need is one mic...

(Starting loud this time, getting quieter)
All I need is one life, one try, one breath I'm one man
What I stand for speaks for itself, they don't understand
Or wanna see me on top, too egotistical
Talkin' all that slick shit, the same way these bitches do
Wonder what my secrets is, niggaz'll move on you
Only if they know, what your weakness is I have none
Too late to grab guns I'm blastin 'cause I'm a cool nigga
Thought I wouldn't have that ass done? fooled you niggaz
What you call a infinite brawl, eternal souls clashin
War gets deep, some beef is everlastin
Complete with thick scars, brothers knifin each other
Up in prison yards, drama, where does it start?
You know the block was ill as a youngster
Every night it was like a, cop would get killed body found in the dumpster
For real a hustler, purchased my range, niggaz throwin' dirt on my name
Jealous cause fiends got they work and complain
Bitches left me 'cause they thought I was finished
Shoulda knew she wasn't true she came to me when her man caught a sentence
Diamonds are blindin, I never make the same mistakes
Movin with a change of pace, lighter load, see now the king is straight
Swellin my melon cause none of these niggaz real
Heard he was, tellin' police, how can a kingpin squeal?
This is crazy, I'm on the right track I'm finally found
You need some soul searchin, the time is now

All I need is one mic... yeah, yeah yeah yeah
All I need is one mic... that's all I ever needed in this world, fuck cash
All I need is one mic... fuck the cars, the jewelry
All I need is one mic... to spread my voice to the whole world"
980,ML981,Róisín Murphy,Primitive,happy,"From the primordial soup
Out of the din and the gloom we came
We are animals by any other name

From the primordial soup
Out of the din and the gloom we came
We are animals, one unbroken chain

I need to get you out of your cave man
I need to let you out of your cage and set you free
If tonight's the night
I'm gonna show you I ain't got no game plan

Out from under a rock
From a prehistoric sea we crawl
We are animals, animal one and all

Out from under a rock
From the prehistoric sea we came
We are animals, animals, one unbroken chain

I know what you're searching for
I pray you find it on your instinct
I, I don't need you hurting boy animalistic

I need to get you out of your cave man
I wanna let you out of your cage and set you free
If tonight's the night
I'm gonna show you I ain't got no game plan

I need to get you out of your cave man
I wanna let you out of your cage and set you free
If tonight's the night
I'm gonna show you I ain't got no game plan

If you call out tonight
And hear the call of the wild reply
You are animal, animal not so deep inside

If you call out in vain
Every one of us just the same
We are animal, dare not speak its name

I know what you're searching for
I pray you find it on your instinct
I, I don't need your hurting boy animalistic

I need to get you out of your cave man
I wanna let you out of your cage and set you free
If tonight's the night
I'm gonna show you I ain't got no game plan

I need to get you out of your cave man
I wanna let you out of your cage and set you free
If tonight's the night
I'm gonna show you I ain't got no game plan"
981,ML982,Franz Ferdinand,Michael,happy,"This is where I'll be so heavenly
So come and dance with me, Michael
So sexy, I'm sexy
So come and dance with me, Michael

I'm all that you see, you wanna see
So come and dance with me, Michael
So close now, so close now
So come and dance with me
So come and dance with me
So come and dance with me

Michael, you're the boy with all the leather hips
Sticky hair, sticky hips, stubble on my sticky lips
Michael, you're the only one I'd ever want
Only one I'd ever want, only one I'd ever want

Beautiful boys on a beautiful dance floor
Michael, you're dancing like a beautiful dance whore
Michael, waiting on a silver platter now
And nothing matters now

This is what I am, I am a man
So come and dance with me, Michael
So strong now, it's strong now
So come and dance with me, Michael

I'm all that you see, you wanna see
So come and dance with me, Michael
So close now, it's close now
So come and dance with me
So come and dance with me
So come and dance with me

Michael, you're the boy with all the leather hips
Sticky hair, sticky hips, stubble on my sticky lips
Michael, you're the only one I'd ever want
Only one I'd ever want, only one I'd ever want

Beautiful boys on a beautiful dance floor
Michael, you're dancing like a beautiful dance whore
Michael, waiting on a silver platter now
And nothing matters now

Michael, you're the only one I'd ever want
Only one I'd ever want, only one I'd ever want
Michael, you're the only one I'd ever want
Only one I'd ever want, only one I'd ever want

Beautiful boys on a beautiful dance floor
Michael, you're dancing like a beautiful dance whore
Michael, waiting on a silver platter now
And nothing matters now, nothing matters now
Nothing matters, oh yeah"
982,ML983,Chubby Checker,Limbo Rock,happy,"Every limbo boy and girl
All around the limbo world
Gonna do the limbo rock
All around the limbo clock
Jack be limbo, Jack be quick
Jack go unda limbo stick
All around the limbo clock
Hey, let's do the limbo rock

Limbo lower now
Limbo lower now
How low can you go?

First you spread your limbo feet
Then you move to limbo beat
Limbo ankolimboneee,
Bend back like a limbo tree
Jack be limbo, Jack be quick
Jack go unda limbo stick
All around the limbo clock
Hey, let's do the limbo rock

La la la 56 + (instead of instrumental break)

Get yourself a limbo girl
Give that chick a limbo whirl
There's a limbo moon above
You will fall in limbo love
Jack be limbo, Jack be quick
Jack go unda limbo stick
All around the limbo clock
Hey, let's do the limbo rock

Don't move that limbo bar
You'll be a limbo star
How low can you go?
(Whistle for the rest of the song)"
983,ML984,Undertones,Get Over You,angry,"Dressed like that you must be living in a different world
And your mother doesn't know why you can't look like all the other girls
Boys stop you on the street they wanna know your name
To reach you on the phone 'cause they know your game
Always running up the alley trying to get home
Or standing on the corner never alone

And I don't wanna get over you
It doesn't matter what you do
I just can't get over you, over you

You say the boys with the bikes and the leathers'd like to beat you to hell
And the girls where you work don't treat you too well
You think you're such a smart girl but you ain't so bad
Get what you want with looks like that
Always running up the alley trying to get home
Or standing on the corner never alone

And I don't wanna get over you
It doesn't matter what you do
I just can't get over you, over you

Dressed like that you must be living in a different world
And your mother doesn't know why you can't look like all the other girls
Boys stop you on the street they wanna know your name
To reach you on the phone 'cause they know your game
Always running up the alley trying to get home
Or standing on the corner never alone

And I don't wanna get over you
It doesn't matter what you do
I just can't get over you, over you

And I don't wanna get over you
It doesn't matter what you do
I just can't get over you, over you

And I don't wanna get over you
It doesn't matter what you do
I just can't get over you, over you

And I don't wanna get over you
It doesn't matter what you do
I just can't get over you, over you"
984,ML985,ERA,Cathar Rhythm,relaxed,"Don't you come back now?
Don't you turn your eyes?
And if you dare to look
I'll be you waiting

Impera e nessimo
Impera samie nero
Dove di immantore Dio

You hear my prayer
Don't you turn your eyes?
And if you dare to mourn
I'll be you waiting

Impera e nessimo
Impera samie nero
Dove di immantore torra

E mani diavole
E mano diavole
E nere mani diavole

Impera e nessimo
Impera samie nero
Dove di immantore Dio

Don't you come back now?
Don't you turn your eyes?
E nere mani diavole
You hear my prayer
E nere mani diavole
I'll be you waiting

Traduo do trecho em latim:

The empire is nothing
The empire got black
Where are you, cruel God/fortress

And hands of devil
And hand of devil
And black hands of devil"
985,ML986,Limp Bizkit,The Propaganda,angry,"Uh, yeah!
Tell 'em how to sell it!
It's Propaganda!

Don't tell me how to keep my composure
It ain't over till I get me some closure
Wanted dead or alive is my profile
Hostile is the frame for my state of grace
Severely a mental disorder
Where reality is highly distorted
Psychosis = weaken the mind,
Incline to small doses as we approach this
Ever endless quest for a vengeance,
While those who expose and pretend this
Life is just a bowl of cherries,
A bunch of fairies screaming to be scary

It's propaganda, sell it to the innocent
Oh yeah they're buying it, just tell them to rebel again

I'm a maniac, a hard one to handle
You better come packing more than a scandal
Fucked over for the times I've been grateful
Fucked over led to times I've been hateful
Main attraction, fuck you in your pussy mouth
Come again friend, now we got some action
On and on is the name that they gave me
And your misery came here to save me

It's propaganda, sell it to the innocent
Oh yeah they're buying it, just tell them to rebel again
It's propaganda, sell it to the innocent
Fuck yeah they're buying it, just tell them to rebel again

(Mommy!)

Fuck it!

Who is phony, fading slowly?
You don't owe me, but I made you
Who is phony, fading slowly?
You don't owe me, but I made you

Who is phony, fading slowly?
You don't owe me, but I made you
Who is phony, fading slowly?
You don't owe me, but I made you

Who is phony, fading slowly?
You don't owe me, but I made you
Who is phony, fading slowly?
You don't owe me, but I made you

I made you...
I made you...

Who is phony, fading slowly?
You don't owe me, but I made you
Who is phony, fading slowly?
You don't owe me, but I made you

I made you...
I made you...
I made you...
Yeah, I made you."
986,ML987,Yoko Ono,Kiss Kiss Kiss,happy,"Kiss, kiss, kiss, kiss me, love,
Just one kiss, kiss will do.
Kiss, kiss, kiss, kiss me, love,
Just one kiss, kiss will do.

Why death?
Why life?
Warm hearts?
Cold darts?

Kiss, kiss, kiss, kiss me, love,
I'm bleeding inside.

It's a long, long story to tell
And I can only show you my hell.

Touch, touch, touch, touch me, love,
Just one touch, touch will do.
Touch, touch, touch, touch me, love,
Just one touch, touch will do.

Why me?
Why you?
Broken mirror?
White terror?

Touch, touch, touch, touch me, love,
I'm shaking inside.

It's that faint, faint sound of the childhood bell
Ringing in my soul.

Kiss, kiss, kiss, kiss me, love,
Just one kiss, kiss will do."
987,ML988,Fractured,One More Time,sad,"Don't look back just go away
Save your threats for another day
I gave it all for a glimmer of hope
I showed you love, now I'm your joke
Just fucking choke

One more time I'm left broken
One more time words unspoken
One more time emptiness inside
One more time I'm living a lie

Wasted time is all I have left
The broken promises I kept
Oblivious to you, oblivious to me
You can't handle reality

One more time I'm left broken
One more time words unspoken
One more time emptiness inside
One more time I'm living a lie
You - will never fade away"
988,ML989,The Cure,Out of Mind,angry,"I've been up for days
And I feel like a menagerie
I'm scratching till I bleed
And I keep on seeing
Imaginary lemurs
In the street
In the middle of the day
But as long as I can breathe
Then I know I'll be okay
I'll be alright
I'm out of mind
I'm out of sight
I'm out of sight

I've been up for days
And I feel like a laboratory rat
Inside a maze
And I reel in the monotony of
Screaming
At the moon
In the middle of the day
But as long as I can see it
Then I know I'll be okay
I'll be fine
I'm out of sight
I'm completely out of mind
Completely out of mind

Okay
Alright
Come and watch me shake tonight
Mouth wide
Soft and bright
Bite my hand and scream
Okay
Alright
Come and watch me break tonight
Push deep
Out of sight
Bite my hand and hold on tight..."
989,ML990,BrokeNCYDE,Sex Toyz,happy,"I love it when you tease me!
You make it seem so easy!
When you make my pee pee hard!
Girl you make my pee pee hard!
Damn right hoe you're so sleezy!
You give me the hibby jibbies!
When you make my pee pee hard!
Girl you make my pee pee hard!

Turn around girlfriend now drop it. Let me see you pop and lock it. Put your hands down in my pocket. And make my PP hard. Shut the fuck up bitch, quit talking. I want to see those panties dropping. Drop dropping. Drop dropping. Drop those fucking panties girl!

She's bringing sexy back. Look at how she shakes that ass. She drops it to the floor. GIRL YOU'RE SUCH A DIRTY WHORE! (x2)

I love it when you tease me!
You make it seem so easy!
When you make my pee pee hard!
Girl you make my pee pee hard!
Damn right hoe you're so sleezy!
You give me the hibby jibbies!
When you make my pee pee hard!
Girl you make my pee pee hard!

And I love it when you tease me, Yeah! You're sexy baby but you know that. You don't have to ask me a million times. If you want to have sex lets make some time. Lets take them drugs, lets drink so wine. Feel that bottle up baby and make it shine. When I can feel your body next to mine. That when I know it's sexy time. (come on)

She's bringing sexy back. Look at how she shakes that ass. She drops it to the floor. GIRL YOU'RE SUCH A DIRTY WHORE! (x2)

I love it when you tease me! you make it seem so easy! when you make my pee pee hard! girl you make my pee pee hard! damn right hoe you're so sleezy! you give me the hibby jibbies! when you make my pee pee hard! girl you make my pee pee hard!

I know you want me girl. I can tell by the way you stare. Your body's calling me. As you shake your dariare. OH Yeah! OH Yeah! Baby girl we can bump and grind. OH Yeah! OH Yeah! We can do this all the time. (x2)"
990,ML991,Kaskade,Your Love Is Black,sad,"Look out to the calm sea
I don't know why
That I
Want to cry
When I feel
This high

Nature seems to know me
So many times
She's been below me
And so I sing and we dream
As my soul she tries to live

Seems I lost my way last night
But I was reborn by daylight
Seems I get another chance
Another chance to dance away

Now you bring your lovin' back
But don't you know your love is black
And now you're hear pouring in the dark
'Cause you can't see inside my heart
My heart...
My heart...

Look out
Your love is black
Look out
Your love is black
Look out...
Your love...
Is black...

Close my eyes
And I can breathe
I can feel
What is right
What is true
What is real

Seems you lost your way last night
And you were back here by daylight
Now your words are black and cold
And your lines are tired and old
Nature is calming me
'Cause your love was harmin me
And now I shed that coat of arm
I wasn't safe there in your arms

Look out
Your love is black
Look out
Your love is black
Look out...
Yourlove...
Is black...

(Speaking) : lost my way
Its true I loved you once
Its true you were once mine

Lost my way

Lost my way...
Lost my way...

'Cause I lost my way
I lost my way
I lossstt my way...
Lost my way...
Lost my way..."
991,ML992,The Helio Sequence,Back to This,relaxed,"We were giving up time
We were giving on back on all that's left to do
Sometimes you'll have to do
Sometimes there's nothing left to say

We were giving up time
We were giving up ties and everyone knew it too
Rope busted and disgusted
And all we knew we cared

But it always, comes back to this
Yes it always, comes back to this again

We were kicking around
We were broken up bound and everything fell to fear
Sometimes you can relate
Sometimes there's nothing left to say

We were giving up time
We were giving up ties and everyone knew it too
Tongue tied and divided
The wounds just couldn't be found

It always, comes back to this
Yes it always

Six feet below, a world flooded free
How should I know, so far from me
(i) Could try for more, I could settle up for less
I'm not keeping score, (i) don't expect you to confess
One side is made, the other side too soon
I flip a coin, there's more sides than two
Trouble ahead, but there's just no going back
I pray for rain, while the water's rising fast

And it always
Oh it always, comes back to this"
